HSRL Aerosol Heights for Marine
1388.6924854
1448.6509769999998
1298.7547479999998
1523.5990914999998
1448.6509769999998
1388.6924854
1538.5887143999998
1478.6302227999997
1403.6821082999998
1493.6198456999998
1433.6613541
1388.6924854
1358.7132396
1403.6821082999998
1448.6509769999998
1343.7236166999999
1418.6717311999998
1418.6717311999998
1358.7132396
1178.8377647999998
1178.8377647999998
1658.5056975999996
1658.5056975999996
1493.6198456999998
1598.5472059999997
1583.5575830999996
1523.5990914999998
1388.6924854
1643.5160747
1643.5160747
1613.5368288999998
1613.5368288999998
1793.4123037
1778.4226807999999
1778.4226807999999
1718.4641892
1688.4849433999998
1703.4745662999999
1703.4745662999999
1778.4226807999999
1808.4019266
1853.3707952999998
1718.4641892
1688.4849433999998
1628.5264518
1508.6094686
1088.9000273999998
1163.8481419
968.9830441999998
1118.8792732
1163.8481419
1133.8688960999998
1148.858519
1133.8688960999998
894.0349296999998
849.066061
1718.4641892
2018.2566471999999
879.0453067999999
1793.4123037
953.9934212999999
1418.6717311999998
1403.6821082999998
1373.7028624999998
1148.858519
1343.7236166999999
1133.8688960999998
2063.2255158999997
4746.368014999999
1883.3500411
1928.3189097999998
2018.2566471999999
1883.3500411
1883.3500411
2093.2047617
1913.3292868999997
1913.3292868999997
2093.2047617
2048.2358929999996
2243.1009907
2258.0906136
1913.3292868999997
2378.0075967999996
2318.0491051999998
6245.330304999999
5450.880291299999
5121.108587499999
5121.108587499999
5001.191604299998
5001.191604299998
4356.637819599999
2033.2462701
609.2320946
714.1594548999999
774.1179464999998
744.1387006999998
669.1905861999999
654.2009633
669.1905861999999
669.1905861999999
759.1283235999999
774.1179464999998
729.1490778
759.1283235999999
699.1698319999998
714.1594548999999
744.1387006999998
699.1698319999998
729.1490778
684.1802091
699.1698319999998
699.1698319999998
639.2113403999999
609.2320946
504.30473429999995
534.2839801
534.2839801
579.2528487999998
